rank,user_id,pro_score,pro_score_raw,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,total_ads_last_12m,avg_ad_lifetime_days,questions_per_ad_avg,rating_seller,reviews_count,response_time_minutes,total_deals_last_12m,deal_success_rate,contacts_per_ad_avg,followers_count,avg_views_per_day,score_total_ads_last_12m,score_avg_ad_lifetime_days,score_questions_per_ad_avg,score_rating_seller,score_reviews_count,score_response_time_minutes,score_total_deals_last_12m,score_deal_success_rate,score_contacts_per_ad_avg
218,e3b23e80e1990772,80.61,0.8061385716196307,Новичок,Екатеринбург,Уральский,Электроника,Игровые приставки,Nintendo,313,2.8,4.6,4.7,421,21.5,262,0.83,10.2,31,48,0.9891737024923303,0.8204069516407599,0.845211835399711,0.46923036359321857,0.9894272457594888,0.5675902487343165,0.9946755913896707,0.5346720417839305,0.906708754849015
219,8e2450ec0d7f75a4,80.6,0.8059692847111105,Новичок,Краснодар,Южный,Недвижимость,Квартиры,Вторичка,401,4.9,11.2,4.9,534,16.0,182,0.58,8.5,225,65,0.9994929134656829,0.4798818005181347,0.9967166146902969,0.7600917552139637,0.9993281103420298,0.7051507814219679,0.9831013412438833,0.023807712786186964,0.7852488527167161
220,8d43b7711c0abcf1,80.59,0.8058798282841901,Активный,Екатеринбург,Уральский,Недвижимость,Коммерческая,Склады,196,3.1,7.5,4.7,264,50.2,164,0.95,12.4,192,82,0.9645546512512361,0.7830175949913645,0.9688648867929313,0.46923036359321857,0.9651124464389849,0.18755502971604668,0.9778783499404173,0.86484876144114,0.9785122081083136
221,2eec73c3d243bf2a,80.57,0.8056703427417371,Постоянный клиент,Новосибирск,Сибирский,Дети и игрушки,Конструкторы,LEGO,167,2.8,3.5,4.8,226,11.1,143,0.95,2.8,1633,123,0.9501026850231992,0.8204069516407599,0.7265028777160822,0.6232499274922878,0.9515478816460029,0.8401386748844376,0.9697396110646281,0.86484876144114,0.16001115590375498
222,4f74fbf10e4e95f6,80.56,0.8055549945868399,Новичок,Челябинск,Уральский,Хобби и отдых,Музыкальные инструменты,Ударные,172,2.1,4.0,4.8,230,32.6,79,0.9,10.2,43,273,0.9535889049466292,0.8921632124352331,0.7886336553332827,0.6232499274922878,0.9533480388428285,0.36224686330618533,0.8993560001014173,0.7500316929083948,0.906708754849015
223,0eab9eb71ac4d400,80.55,0.8054717476277844,Премиум,Санкт-Петербург,Северо-Западный,Недвижимость,Квартиры,Аренда,165,2.1,2.3,5.0,227,10.4,104,0.88,2.0,21,468,0.9488222915240486,0.8921632124352331,0.5135011789761923,0.9109605294381311,0.9520676453436779,0.8595366497908871,0.9385918206942014,0.6937324104358409,0.10538525899444741
224,40234295c0afc92c,80.5,0.8050412337014314,Активный,Владивосток,Дальневосточный,Одежда и обувь,Одежда,Платья,126,3.5,4.3,5.0,168,,80,0.78,10.0,893,288,0.9127684389341041,0.7232836787564767,0.8194518394564032,0.9109605294381311,0.9125782814837352,0.5,0.9017393068127076,0.373355138054309,0.8955274967673233
225,1a2d5508c985dd3c,80.44,0.8043554815150853,Постоянный клиент,Красноярск,Сибирский,Одежда и обувь,Одежда,Куртки,152,1.8,4.6,4.7,204,14.1,104,0.78,10.1,362,168,0.9393397733323191,0.9154657815198618,0.845211835399711,0.46923036359321857,0.9400496944803631,0.7569475016508915,0.9385918206942014,0.373355138054309,0.9012322202783906
226,cf10a3a4e991882c,80.39,0.8039382360733229,Активный,Омск,Сибирский,Одежда и обувь,Обувь,Adidas,125,1.4,2.3,4.9,168,9.8,68,0.91,7.7,256,204,0.9115007225983114,0.9402795768566494,0.5135011789761923,0.7600917552139637,0.9125782814837352,0.8747386088487783,0.8712380517735352,0.7756142085646915,0.7055221723587131
227,919bd1a6911fca98,80.38,0.803784436012571,Активный,Красноярск,Сибирский,Электроника,Игровые приставки,Sony,400,2.9,4.0,4.6,536,8.9,265,0.95,5.4,126,129,0.9988590552977865,0.807939335060449,0.7886336553332827,0.3186120705565956,0.9999366141832103,0.8961589258199427,0.9948150401866078,0.86484876144114,0.4286148931315129
228,96330e4a102881dc,80.37,0.80369880026325,Активный,Екатеринбург,Уральский,Электроника,Ноутбуки,ASUS,119,3.5,4.2,5.0,161,28.5,93,0.91,5.7,225,59,0.9030450546385741,0.7232836787564767,0.809411526076925,0.9109605294381311,0.9057706447605284,0.4286127008584636,0.9247230039806293,0.7756142085646915,0.463692604142897
229,9eed96a9a7d34de8,80.32,0.8032466783867022,Спящий,Самара,Приволжский,Дети и игрушки,Конструкторы,LEGO,365,6.5,7.3,4.9,485,,308,0.99,7.8,367,101,0.9929768514997084,0.22255505181347152,0.9646053599046678,0.7600917552139637,0.9929388200096346,0.5,0.9976800791054994,0.959344337111128,0.7163611470297406
230,3b2af5f135775218,80.31,0.8030809796295958,Спящий,Санкт-Петербург,Северо-Западный,Дом и сад,Кухонная техника,Redmond,400,1.9,1.6,5.0,531,10.0,333,0.87,4.1,98,202,0.9988590552977865,0.9085168393782384,0.3389619938642529,0.9109605294381311,0.996361654116275,0.8696483601144618,0.9989477954412921,0.6636495017874801,0.27752846023173855
231,5972b432ddfbbe40,80.31,0.803116614608541,Новичок,Пермь,Приволжский,Дом и сад,Инструменты,Makita,348,6.3,4.2,5.0,465,17.2,211,0.89,8.5,37,268,0.9921148043913693,0.25067465457685667,0.809411526076925,0.9109605294381311,0.9922035445348749,0.6732060312568787,0.9887680332648766,0.7230546892827261,0.7852488527167161
232,f28da141d32a873d,80.31,0.8030809796295958,Спящий,Санкт-Петербург,Северо-Западный,Дом и сад,Кухонная техника,Redmond,400,1.9,1.6,5.0,531,10.0,333,0.87,4.1,98,202,0.9988590552977865,0.9085168393782384,0.3389619938642529,0.9109605294381311,0.996361654116275,0.8696483601144618,0.9989477954412921,0.6636495017874801,0.27752846023173855
233,d213b5f24b5fbe32,80.3,0.8029792151340458,Новичок,Краснодар,Южный,Дом и сад,Кухонная техника,Redmond,116,4.7,3.9,5.0,155,13.3,94,0.99,4.4,162,80,0.8989630080373215,0.5169068436960277,0.7778580664790447,0.9109605294381311,0.8987728505869527,0.7790969623596742,0.9263076494003701,0.959344337111128,0.3087016049288811
234,c55fd7c3bafd6807,80.29,0.8029403079076446,Уходящий,Красноярск,Сибирский,Дом и сад,Инструменты,Bosch,102,3.7,4.7,4.8,141,5.7,92,0.95,5.0,475,81,0.8722902563322431,0.6923035405872193,0.8537562435029538,0.6232499274922878,0.8791232473821657,0.9657164869029276,0.9231130042341725,0.86484876144114,0.37949088511954565
235,cad17f11b242cbe3,80.28,0.8028234087856857,Активный,Ростов-на-Дону,Южный,Дети и игрушки,Коляски,Peg Perego,195,1.3,2.8,4.7,260,4.2,130,0.93,5.0,191,33,0.964212367840572,0.9454879101899827,0.615007225983114,0.46923036359321857,0.9639461474100556,0.985939907550077,0.9623361476635988,0.8231282168302021,0.37949088511954565
236,4c734237025cffc9,80.27,0.8027313137711068,Новичок,Челябинск,Уральский,Услуги,Обучение,Программирование,81,3.2,3.6,5.0,111,6.9,49,0.88,6.8,41,192,0.8160416825131208,0.7693221070811744,0.7398012220785477,0.9109605294381311,0.8222027839050734,0.9430304864626898,0.7864405060723613,0.6937324104358409,0.6002129763444132
237,bb7a852a1b99692d,80.25,0.8024836028950905,Новичок,Самара,Приволжский,Электроника,Игровые приставки,Sony,200,3.0,2.4,5.0,266,24.0,168,0.9,7.3,11,683,0.9661392966709769,0.7957011010362695,0.5342410182297609,0.9109605294381311,0.9657209502801654,0.514596632181378,0.9793996095433686,0.7500316929083948,0.659136431632058
238,ff0e8ec2e896daac,80.23,0.8023275200165465,Активный,Москва,Центральный,Дом и сад,Инструменты,Bosch,193,2.9,3.0,4.9,255,10.0,139,0.83,4.4,170,38,0.9632615805887275,0.807939335060449,0.6504018660784463,0.7600917552139637,0.9625896909307573,0.8696483601144618,0.9675337846403489,0.5346720417839305,0.3087016049288811
239,42feafffd452879a,80.22,0.8022304050434446,Премиум,Воронеж,Центральный,Недвижимость,Квартиры,Аренда,98,2.6,5.4,4.7,134,22.5,90,0.99,13.2,262,227,0.8636697852488527,0.8429943868739206,0.9005222991303466,0.46923036359321857,0.8682589183844223,0.5449867928681488,0.9199944220481225,0.959344337111128,0.988527167161076
240,f554b4429bd8ca72,80.21,0.802095263197753,Новичок,Нижний Новгород,Приволжский,Хобби и отдых,Коллекционирование,LEGO,96,0.5,5.8,4.5,123,10.3,76,0.99,9.9,135,352,0.8587637230293349,0.987626835060449,0.920780406176314,0.19302871305402483,0.848685378159783,0.8618066255778121,0.8927258436652215,0.959344337111128,0.8900636393600568
241,3be39126b506a4a3,80.2,0.8020226114106843,Активный,Воронеж,Центральный,Услуги,Обучение,Программирование,371,2.3,7.3,5.0,498,98.3,148,0.56,5.3,492,113,0.9935092923607414,0.8743388385146805,0.9646053599046678,0.9109605294381311,0.9936740954843944,0.04198767334360555,0.9719581146522654,0.016454958038589287,0.4167237139017773
242,9d5d2827eb89f343,80.2,0.8020073964858689,Активный,Новосибирск,Сибирский,Электроника,Игровые приставки,Sony,402,6.0,2.8,5.0,534,12.7,345,0.99,8.3,187,121,0.9998605512030628,0.29382556131260795,0.615007225983114,0.9109605294381311,0.9993281103420298,0.7952894563064055,0.9992900788519561,0.959344337111128,0.7673106665652494
243,28c66936c871b0e0,80.18,0.8018109581163756,Активный,Екатеринбург,Уральский,Одежда и обувь,Одежда,Спортивная,164,1.0,6.2,4.8,221,38.7,114,0.84,4.6,343,86,0.9480363073958571,0.9594397668393783,0.9358535534088892,0.6232499274922878,0.9494307953652291,0.286154523442659,0.949443472528587,0.56775943814812,0.33174868791359247
244,ba8702a023181491,80.17,0.8017282701963944,Новичок,Краснодар,Южный,Электроника,Ноутбуки,HP,213,7.0,5.4,4.9,286,8.9,189,0.91,8.9,1111,60,0.9714637052813062,0.161323402417962,0.9005222991303466,0.7600917552139637,0.9717426028751807,0.8961589258199427,0.9849268527674248,0.7756142085646915,0.8190968788823813
245,3613759cc3378bfa,80.15,0.8014957067085682,Новичок,Владивосток,Дальневосточный,Хобби и отдых,Винтажная одежда,Adidas,114,4.2,5.1,5.0,151,10.1,70,0.76,5.6,68,84,0.8954387566238179,0.6088757556131261,0.8825967901422378,0.9109605294381311,0.8935371821201288,0.8670206911732335,0.8771456098983291,0.31170609264470983,0.452219771303973
246,09f22594acfbbf4b,80.15,0.8014749670592494,Премиум,Самара,Приволжский,Недвижимость,Квартиры,Вторичка,235,2.4,3.5,4.9,318,14.5,184,0.79,1.5,99,72,0.9775233893663954,0.8642864853195165,0.7265028777160822,0.7600917552139637,0.9780051215739965,0.7462992515958617,0.9837605537384955,0.4050226921224107,0.07970132603128724
247,fdc60dec33881da3,80.11,0.8011363393684625,Премиум,Санкт-Петербург,Северо-Западный,Одежда и обувь,Обувь,Adidas,89,2.8,3.0,5.0,115,9.2,58,0.97,4.6,309,42,0.8410790801450267,0.8204069516407599,0.6504018660784463,0.9109605294381311,0.8323064831013413,0.8888399735857363,0.8338911285210822,0.8974290712710123,0.33174868791359247
248,a27b3985036656e1,80.09,0.8008925959625027,Премиум,Красноярск,Сибирский,Электроника,Аудио,Sennheiser,287,2.8,2.5,4.8,383,4.5,126,0.85,7.1,43,96,0.9866382698207449,0.8204069516407599,0.5541568418650643,0.6232499274922878,0.9866382698207449,0.9826793968743122,0.9597880378286554,0.5995664410131589,0.6353794274993028
249,138505462f2c18b8,80.08,0.8007967781489195,Постоянный клиент,Воронеж,Центральный,Услуги,Доставка,Грузчики,266,5.6,5.0,5.0,362,8.3,197,0.68,6.7,308,282,0.9835196876346949,0.3569057642487047,0.876131436829695,0.9109605294381311,0.984356380416318,0.911567246313009,0.9866002383306711,0.12299383889860804,0.5887401435054892
250,1dea538a32c296ec,80.04,0.8004169040426312,Постоянный клиент,Пермь,Приволжский,Дом и сад,Мебель,Диваны,236,3.7,7.6,4.7,319,8.6,150,0.82,2.7,73,628,0.977764255470196,0.6923035405872193,0.9706650439897568,0.46923036359321857,0.9782079561877234,0.9042070217917676,0.9727314216170989,0.5016733855632464,0.15207525164169267
251,f242837f9ef72c77,80.04,0.8003501366676963,Новичок,Москва,Центральный,Услуги,Ремонт,Бытовой техники,134,1.7,2.4,4.9,177,13.3,100,0.83,10.9,21,169,0.9226185948632134,0.9219694516407599,0.5342410182297609,0.7600917552139637,0.9206409573793768,0.7790969623596742,0.9337491442914734,0.5346720417839305,0.9391115843918765
252,2702fb9ebbb66905,80.02,0.8001501936992941,Постоянный клиент,Нижний Новгород,Приволжский,Авто,Автомобили,Volkswagen,170,0.5,2.1,5.0,229,9.0,83,0.79,4.0,39,18,0.9522451256306889,0.987626835060449,0.466823863492305,0.9109605294381311,0.952917015288659,0.8935174994497028,0.9078496995512284,0.4050226921224107,0.26781775309956646
253,e5ed148e71d3a0f9,79.99,0.7998893927257048,Премиум,Новосибирск,Сибирский,Авто,Запчасти,VAG,148,3.5,5.3,4.8,199,14.2,98,0.88,3.6,360,116,0.9357014274485941,0.7232836787564767,0.8950837960497959,0.6232499274922878,0.9367282776805862,0.7541547435615232,0.9314672548870465,0.6937324104358409,0.22891153875408837
254,a2455ce061f86eeb,79.98,0.7998397465582247,Спящий,Челябинск,Уральский,Авто,Автомобили,BMW,207,3.7,3.0,4.9,274,20.8,130,0.99,6.2,26,183,0.9689789812631525,0.6923035405872193,0.6504018660784463,0.7600917552139637,0.9683578002586142,0.5829297820823245,0.9623361476635988,0.959344337111128,0.5261403108440456
255,a9f0b3b7dff1b4eb,79.95,0.7994733349027873,Премиум,Екатеринбург,Уральский,Авто,Запчасти,Hyundai/Kia,98,2.3,3.8,5.0,134,106.9,87,0.99,9.7,90,240,0.8636697852488527,0.8743388385146805,0.7657133439821505,0.9109605294381311,0.8682589183844223,0.033265463350209114,0.9151770999721103,0.959344337111128,0.87769072792272
256,ed6a3983edd34666,79.95,0.7994733349027873,Премиум,Екатеринбург,Уральский,Авто,Запчасти,Hyundai/Kia,98,2.3,3.8,5.0,134,106.9,87,0.99,9.7,90,240,0.8636697852488527,0.8743388385146805,0.7657133439821505,0.9109605294381311,0.8682589183844223,0.033265463350209114,0.9151770999721103,0.959344337111128,0.87769072792272
257,14f1863ce28e68be,79.93,0.7993148324725087,Новичок,Екатеринбург,Уральский,Электроника,Игровые приставки,Microsoft,184,4.5,2.7,5.0,244,10.0,164,0.83,8.3,535,46,0.9595091402347811,0.5553621545768567,0.5954210085951167,0.9109605294381311,0.9588499277401689,0.8696483601144618,0.9778783499404173,0.5346720417839305,0.7673106665652494
258,2cd83b23fd3f10c5,79.92,0.7991684227068812,Уходящий,Челябинск,Уральский,Услуги,Доставка,Переезды,80,2.0,7.3,4.8,110,21.0,43,0.9,9.8,418,72,0.8129864861438605,0.9005019430051814,0.9646053599046678,0.6232499274922878,0.8198701858472148,0.5787337662337663,0.7452397251590984,0.7500316929083948,0.8840293096016836
259,52a0b1e6aa90ed40,79.91,0.7991445458149316,Спящий,Новосибирск,Сибирский,Услуги,Ремонт,Телефонов,190,0.9,4.8,4.7,253,36.5,132,0.85,9.7,170,181,0.9622347303567353,0.9632313255613126,0.8617808879085216,0.46923036359321857,0.9620192185796507,0.3113581333920317,0.9636292183261074,0.5995664410131589,0.87769072792272
260,c977aad200f1f197,79.91,0.7990537850604938,Спящий,Омск,Сибирский,Электроника,Игровые приставки,Nintendo,76,3.1,6.6,4.9,102,20.8,55,0.87,11.1,82,98,0.7991303465936462,0.7830175949913645,0.9479095357622779,0.7600917552139637,0.7993331812073731,0.5829297820823245,0.8204660125250374,0.6636495017874801,0.9463502446692528
